MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0020418	increased cardiac muscle relaxation	心筋の弛緩の増加
MP:0020419	decreased cardiac muscle relaxation	心筋の弛緩の減少
MP:0020420	abnormal freezing behavior	すくみ反応（フリージング）の異常
MP:0020421	increased freezing behavior	すくみ反応（フリージング）の増加
MP:0020422	decreased freezing behavior	すくみ反応（フリージング）の減少
MP:0020423	abnormal mitochondrial biogenesis	ミトコンドリア生合成の異常
MP:0020424	increased kindling response	キンドリング現象の増加
MP:0020425	abnormal retinal bipolar cell electrophysiology	網膜双極細胞の電気生理学的異常
MP:0020426	abnormal beige fat cell physiology	ベージュ脂肪細胞生理異常
MP:0020427	increased hepatocyte karyomegaly	肝細胞の巨大核の増加
MP:0020428	abnormal conditioned place aversion behavior	条件付け場所嫌悪行動の異常
MP:0020429	abnormal platelet alpha-granule number	血小板α顆粒数の異常
MP:0020430	increased platelet alpha-granule number	血小板α顆粒数の増加
MP:0020431	decreased platelet alpha-granule number	血小板α顆粒数の減少
MP:0020432	decreased platelet dense granule number	血小板濃染顆粒数の減少
MP:0020433	increased platelet dense granule number	血小板密顆粒数の増加
MP:0020434	increased astrocyte size	アストロサイトサイズの増加
MP:0020435	decreased astrocyte size	アストロサイトサイズの減少
MP:0020436	abnormal astrocyte size	アストロサイトサイズ異常
MP:0020437	abnormal social play behavior	社会的遊びの異常
MP:0020438	decreased papilloma incidence	乳頭腫発生率の減少
MP:0020439	absent b-wave	b波の消失
MP:0020440	abnormal front foot hair pigmentation	前肢被毛の色素沈着異常
MP:0020441	rhegmatogenous retina detachment	裂孔原性網膜剥離
MP:0020442	serous retina detachment	漿液性網膜剥離
MP:0020443	tractional retina detachment	牽引性網膜剥離
MP:0020444	abnormal intestine apoptosis	腸でのアポトーシスの異常
MP:0020445	abnormal NAD(P)H oxidase activity	NAD(P)Hオキシダーゼ活性異常
MP:0020446	increased NAD(P)H oxidase activity	NAD(P)Hオキシダーゼ活性増加
MP:0020447	decreased NAD(P)H oxidase activity	NAD(P)Hオキシダーゼ活性低下
MP:0020448	increased microglial cell activation	ミクログリア活性の増加
MP:0020449	decreased microglial cell activation	ミクログリア活性の減少
MP:0020450	abnormal sperm progressive motility	精子の前進運動率の異常
MP:0020451	decreased sperm progressive motility	精子の前進運動率の減少
MP:0020452	abnormal axon radial sorting	軸索放射状分類異常
MP:0020453	abnormal erythrocyte aggregation	赤血球凝集の異常
MP:0020454	decreased erythrocyte aggregation	赤血球凝集の減少
MP:0020455	increased erythrocyte aggregation	赤血球凝集の増加
MP:0020456	decreased myelin sheath amount	髄鞘量の減少
MP:0020457	abnormal myelin sheath amount	髄鞘量の異常
MP:0020458	increased myelin sheath amount	髄鞘量の増加
MP:0020459	abnormal gum morphology	歯肉の形態異常
MP:0020460	abnormal gum epithelium morphology	歯肉上皮の形態異常
MP:0020461	superior semicircular canal dehiscence	上半規管裂隙
MP:0020462	abnormal megakaryocyte progenitor cell number	巨核球前駆細胞数の異常
MP:0020463	increased megakaryocyte progenitor cell number	巨核球前駆細胞数の増加
MP:0020464	decreased megakaryocyte progenitor cell number	巨核球前駆細胞数の減少
MP:0020465	abnormal megakaryocyte progenitor cell physiology	巨核球前駆細胞の生理異常
MP:0020466	increased megakaryocyte progenitor cell proliferation	巨核球前駆細胞の増殖
MP:0020467	abnormal circadian behavior	概日性行動の異常
MP:0020468	abnormal circadian behavior period	概日性行動の周期異常
MP:0020469	prolonged circadian behavior period	概日性行動の周期延長
MP:0020470	shortened circadian behavior period	概日性行動の周期短縮
MP:0020471	abnormal circadian behavior persistence	概日性行動の持続異常（abnormal circadian behavior persistence）
MP:0020472	arrhythmic circadian behavior persistence	概日性行動の不整脈
MP:0020473	abnormal circadian behavior phase	概日性行動の段階異常
MP:0020474	advanced circadian behavior phase	概日性行動の段階前進
MP:0020475	delayed circadian behavior phase	概日性行動の段階遅延
MP:0020476	abnormal circardian behavior entrainment	概日行動の同調異常
MP:0020477	abnormal locomotor circadian rhythm	活動リズムの異常
MP:0020478	abnormal circadian sleep/wake cycle	概日睡眠覚醒の異常
MP:0020479	abnormal circadian hormone homeostasis	概日ホルモン恒常性異常
MP:0020480	abnormal ultradian rhythm behavior	短時間リズムの異常
MP:0020481	abnormal basilar artery development	脳底動脈発生異常
MP:0020482	abnormal brain vascular topology	脳血管トポロジー異常
MP:0020483	abnormal brain artery topology	脳動脈トポロジー異常
MP:0020484	abnormal brain internal capsule topology	脳内包トポロジー異常
MP:0020485	abnormal inferior vena cava topology	下大動脈トポロジー異常
MP:0020486	abnormal lens topology	水晶体のトポロジー異常
MP:0020487	abnormal middle cerebral artery morphology	中大脳動脈の形態異常
MP:0020488	abnormal middle cerebral artery origin	中大脳動脈の起始異常
MP:0020489	abnormal ophthalmic artery morphology	眼動脈の形態異常
MP:0020490	abnormal ophthalmic artery origin	眼動脈の起始異常
MP:0020491	abnormal ovary topology	卵巣のトポロジー異常
MP:0020492	abnormal superior mesenteric vein topology	上腸間膜静脈のトポロジー異常
MP:0020493	absent inferior vena cava	下大静脈欠如
MP:0020494	left sided inferior vena cava	左側下大静脈
MP:0020495	abnormal embryonic lymph sac morphology	胚性リンパ嚢の形態異常
MP:0020496	absent motoric part of trigeminal nerve	三叉神経の運動性の部分の欠如
MP:0020497	absent splanchnic nerve	内臓神経の欠如
MP:0020498	heterochrony of entire embryo	胚全体の期外発生
MP:0020499	persistent right umbilical vein	右臍帯静脈の遺残
MP:0020500	persistent trigeminal artery	遺残三叉神経動脈
MP:0020501	thin mandibular nerve	細い下顎神経
MP:0020502	abnormal physiological umbilical hernia morphology	生理的臍ヘルニアの形態異常
MP:0020503	abnormal sympathetic trunk morphology	交感神経幹の形態異常
MP:0020504	abnormal cervical sympathetic trunk morphology	頸部交感神経幹の形態異常
MP:0020505	absent cervical sympathetic trunk	頸部交感神経幹の欠如
MP:0020506	abnormal dendritic spine density	樹状突起棘密度の異常
MP:0020507	increased dendritic spine density	樹状突起棘密度の増加
MP:0020508	decreased dendritic spine density	樹状突起棘密度の減少
MP:0020509	abnormal dendritic spine length	樹状突起棘長の異常
MP:0020510	increased dendritic spine length	樹状突起棘の伸長
MP:0020511	decreased dendritic spine length	樹状突起棘の短縮
MP:0020512	abnormal dendritic mushroom spine morphology	樹状突起棘（mushroom型）の形態異常
MP:0020513	abnormal dendritic stubby spine morphology	樹状突起棘（stubby型）の形態異常
MP:0020514	abnormal dendritic thin spine morphology	樹状突起棘（thin型）の形態異常
MP:0020515	abnormal visceral yolk sac endoderm morphology	臓側卵黄嚢の内胚葉の形態異常
MP:0020516	abnormal visceral yolk sac mesenchyme morphology	臓側卵黄嚢の間充織の形態異常
MP:0020517	abnormal visceral yolk sac physiology	臓側卵黄嚢の生理異常
MP:0020518	renal glomerular protein deposits	腎臓の糸球体へのタンパク質の沈着
MP:0020519	renal glomerular immunoglobulin deposits	腎臓の糸球体への免疫グロブリンの沈着
MP:0020520	whitened brown adipose tissue morphology	褐色脂肪組織の白色化
MP:0020521	browned white adipose tissue morphology	白色脂肪組織の褐色化
MP:0020522	decreased susceptibility to xenobiotic induced hyperthermia	異物誘発性高熱に対する感受性低下
MP:0020523	decreased susceptibility to induced hypothermia	低体温療法に対する感受性低下
MP:0020524	abnormal behavioral response to methylenedioxymethamphetamine	メチレンジオキシメタンフェタミンに対する行動反応異常
MP:0020525	abnormal thalamus size	視床のサイズ異常
MP:0020526	enlarged thalamus	視床の肥大
MP:0020527	small thalamus	視床の矮小化
MP:0020528	thalamus hypoplasia	視床の形成不全
MP:0020529	ectopic thalamus	異所性視床
MP:0020530	disorganized thalamus	視床の組織崩壊
MP:0020531	increased cerebellar foliation	小脳転葉の増加
MP:0020532	abnormal pons size	橋のサイズ異常
MP:0020533	decreased pons size	橋のサイズ減少
MP:0020534	increased pons size	橋のサイズ増加
MP:0020535	abnormal subiculum size	海馬台のサイズ異常
MP:0020536	increased subiculum size	海馬台のサイズ増加
MP:0020537	decreased subiculum size	海馬台のサイズ減少
MP:0020538	abnormal cerebellum fastigial nucleus size	小脳室頂核のサイズ異常
MP:0020539	increased cerebellum fastigial nucleus size	小脳室頂核のサイズ増加
MP:0020540	decreased cerebellum fastigial nucleus size	小脳室頂核のサイズ減少
MP:0020541	abnormal substantia nigra size	黒質のサイズ異常
MP:0020542	increased substantia nigra size	黒質のサイズ増加
MP:0020543	decreased substantia nigra size	黒質のサイズ減少
MP:0020544	abnormal hippocampal fornix size	脳弓のサイズ異常
MP:0020545	decreased hippocampal fornix size	脳弓のサイズ減少
MP:0020546	increased hippocampal fornix size	脳弓のサイズ増加
MP:0020547	abnormal optic chiasm size	視交叉のサイズ異常
MP:0020548	decreased optic chiasm size	視交叉のサイズ減少
MP:0020549	increased optic chiasm size	視交叉のサイズ増加
MP:0020550	multinucleated giant male germ cells	雄性生殖細胞の多核巨大化
MP:0020551	abnormal postsynaptic density morphology	シナプス後肥厚部の形態異常
MP:0020552	abnormal stria medullaris morphology	髄条の形態異常
MP:0020553	abnormal stria medullaris size	髄条のサイズ異常
MP:0020554	decreased stria medullaris size	髄条のサイズ減少
MP:0020555	increased stria medullaris size	髄条のサイズ増加
MP:0020556	abnormal ventromedial hypothalamic nucleus morphology	視床下部腹内側核の形態異常
MP:0020557	abnormal ventromedial hypothalamic nucleus size	視床下部腹内側核のサイズ異常
MP:0020558	decreased ventromedial hypothalamic nucleus size	視床下部腹内側核のサイズ減少
MP:0020559	increased ventromedial hypothalamic nucleus size	視床下部腹内側核のサイズ増加
MP:0020560	abnormal pontine nuclei morphology	橋核の形態異常
MP:0020561	abnormal pontine nuclei size	橋核のサイズ異常
MP:0020562	decreased pontine nuclei size	橋核のサイズ減少
MP:0020563	increased pontine nuclei size	橋核のサイズ増加
MP:0020564	abnormal pontocerebellar fibers morphology	橋小脳線維の形態異常
MP:0020565	abnormal pontocerebellar fibers size	橋小脳線維のサイズ異常
MP:0020566	decreased pontocerebellar fibers size	橋小脳線維のサイズ減少
MP:0020567	increased pontocerebellar fibers size	橋小脳線維のサイズ増加
MP:0020568	abnormal premotor cortex morphology	運動前野の形態異常
MP:0020569	abnormal premotor cortex size	運動前野のサイズ異常
MP:0020570	decreased premotor cortex size	運動前野のサイズ減少
MP:0020571	increased premotor cortex size	運動前野のサイズ増加
MP:0020572	abnormal corpus callosum cell number	脳梁細胞数異常
MP:0020573	abnormal corpus callosum size	脳梁サイズ異常
